         936424 function calls (912869 primitive calls) in 7.781 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 traceback.py:299(walk_tb)
       20    0.002    0.000    0.006    0.000 traceback.py:313(extract)
        2    0.000    0.000    0.000    0.000 traceback.py:57(extract_tb)
        2    0.000    0.000    0.000    0.000 train.py:11(__init__)
        1    0.000    0.000    0.000    0.000 train.py:146(<listcomp>)
      2/1    0.000    0.000    0.465    0.465 train.py:69(train_model_from_file)
      2/1    0.001    0.000    0.465    0.465 train.py:85(train_model)
        1    0.000    0.000    0.024    0.024 trainer.py:357(train)
        1    0.000    0.000    0.000    0.000 trainer.py:39(__init__)
        1    0.000    0.000    0.024    0.024 trainer.py:448(_restore_checkpoint)
        5    0.000    0.000    0.000    0.000 trainer.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 trainer.py:474(<listcomp>)
        1    0.000    0.000    0.000    0.000 trainer.py:475(<listcomp>)
        1    0.000    0.000    0.025    0.025 trainer.py:498(from_params)
        1    0.000    0.000    0.001    0.001 trainer.py:517(<listcomp>)
        1    0.000    0.000    0.014    0.014 trainer.py:53(__init__)
        2    0.000    0.000    0.000    0.000 type_checkers.py:101(CheckValue)
       11    0.000    0.000    0.000    0.000 typing.py:1040(_abc_negative_cache)
        3    0.000    0.000    0.000    0.000 typing.py:1046(_abc_negative_cache)
        8    0.000    0.000    0.000    0.000 typing.py:1054(_abc_negative_cache_version)
        3    0.000    0.000    0.000    0.000 typing.py:1060(_abc_negative_cache_version)
       12    0.000    0.000    0.000    0.000 typing.py:1110(__eq__)
        6    0.000    0.000    0.000    0.000 typing.py:1117(__hash__)
     55/5    0.000    0.000    0.004    0.001 typing.py:1166(__subclasscheck__)
     12/6    0.000    0.000    0.000    0.000 typing.py:1191(__setattr__)
       64    0.000    0.000    0.000    0.000 typing.py:1206(_generic_new)
       64    0.001    0.000    0.002    0.000 typing.py:1245(__new__)
      134    0.000    0.000    0.000    0.000 typing.py:852(_gorg)
       64    0.000    0.000    0.001    0.000 typing.py:860(_geqv)
        3    0.000    0.000    0.003    0.001 typing.py:898(__extrahook__)
        3    0.000    0.000    0.000    0.000 typing.py:912(__extrahook__)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000   20.983   20.983 util.py:100(load_model)
      573    0.001    0.000    0.001    0.000 util.py:11(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:111(<listcomp>)
        8    0.000    0.000    0.000    0.000 util.py:113(namespace_match)
        1    0.000    0.000   20.983   20.983 util.py:122(load_model_from_link)
        1    0.000    0.000    0.002    0.002 util.py:126(prepare_environment)
        1    0.000    0.000   20.981   20.981 util.py:140(load_model_from_path)
        1    0.000    0.000   20.981   20.981 util.py:161(load_model_from_init_py)
        2    0.000    0.000    0.001    0.000 util.py:179(get_model_meta)
      124    0.000    0.000    0.000    0.000 util.py:242(get_cuda_stream)
       20    0.000    0.000    0.001    0.000 util.py:256(env_opt)
        1    0.000    0.000    0.031    0.031 util.py:286(compile_prefix_regex)
        1    0.000    0.000    0.000    0.000 util.py:293(<listcomp>)
        1    0.000    0.000    0.074    0.074 util.py:298(compile_suffix_regex)
        1    0.000    0.000    0.000    0.000 util.py:299(<listcomp>)
        1    0.000    0.000    0.049    0.049 util.py:303(compile_infix_regex)
        1    0.000    0.000    0.000    0.000 util.py:304(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:308(add_lookups)
      825    0.007    0.000    0.008    0.000 util.py:321(_get_attr_unless_lookup)
        1    0.005    0.005    0.026    0.026 util.py:328(update_exc)
     2278    0.005    0.000    0.005    0.000 util.py:338(<genexpr>)
     2278    0.003    0.000    0.003    0.000 util.py:342(<genexpr>)
        1    0.004    0.004    0.009    0.009 util.py:352(expand_exc)
      702    0.003    0.000    0.003    0.000 util.py:361(_fix_token)
      325    0.002    0.000    0.005    0.000 util.py:369(<listcomp>)
       63    0.000    0.000   16.639    0.264 util.py:40(get_lang_class)
        2    0.000    0.000    0.000    0.000 util.py:435(device_mapping)
       60    0.000    0.000    0.000    0.000 util.py:441(inner_device_mapping)
      164    0.014    0.000    0.014    0.000 util.py:46(copy_array)
        2    0.000    0.000    0.000    0.000 util.py:467(read_json)
        3    0.000    0.000    0.020    0.007 util.py:499(from_bytes)
      5/1    0.000    0.000    4.052    4.052 util.py:517(from_disk)
        2    0.000    0.000    0.000    0.000 util.py:67(get_data_path)
       14    0.000    0.000    0.000    0.000 util.py:88(ensure_path)
        1    0.000    0.000    0.000    0.000 utils.py:1070(safe_eval)
       13    0.000    0.000    0.000    0.000 variable.py:62(__getattr__)
       94    0.000    0.000    0.000    0.000 variable.py:890(__hash__)
        1    0.000    0.000    0.000    0.000 vocab.pxd:29(__get__)
       92    0.000    0.000    0.000    0.000 vocab.pxd:30(__get__)
        1    0.000    0.000    0.000    0.000 vocab.pxd:30(__set__)
        4    0.000    0.000    0.000    0.000 vocab.pxd:31(__get__)
     8619    0.011    0.000    0.101    0.000 vocab.pyx:117(get)
    62178    0.006    0.000    0.092    0.000 vocab.pyx:136(get_by_orth)
      825    0.046    0.000    0.176    0.000 vocab.pyx:150(_new_lexeme)
      492    0.000    0.000    0.000    0.000 vocab.pyx:177(_add_lex_to_vocab)
    57389    0.026    0.000    0.031    0.000 vocab.pyx:192(__iter__)
     2464    0.072    0.000    0.163    0.000 vocab.pyx:225(make_fused_token)
        3    0.000    0.000    0.000    0.000 vocab.pyx:243(__get__)
        1    0.001    0.001    0.001    0.001 vocab.pyx:31(__init__)
        1    0.120    0.120    0.555    0.555 vocab.pyx:363(from_disk)
        1    0.089    0.089    0.089    0.089 vocab.pyx:443(lexemes_from_bytes)
       63    0.000    0.000    0.000    0.000 vocab.pyx:62(__get__)
        1    0.012    0.012    0.033    0.033 vocabulary.py:138(__init__)
     2159    0.002    0.000    0.002    0.000 vocabulary.py:157(<lambda>)
        1    0.008    0.008    0.052    0.052 vocabulary.py:165(save_to_files)
        1    0.000    0.000    0.126    0.126 vocabulary.py:273(from_dataset)
        2    0.000    0.000    0.000    0.000 vocabulary.py:285(<lambda>)
        1    0.000    0.000    0.128    0.128 vocabulary.py:294(from_params)
     2159    0.016    0.000    0.017    0.000 vocabulary.py:334(add_token_to_namespace)
     8606    0.025    0.000    0.025    0.000 vocabulary.py:353(get_token_index)
        2    0.000    0.000    0.000    0.000 vocabulary.py:362(get_vocab_size)
        2    0.000    0.000    0.000    0.000 vocabulary.py:60(__init__)
        4    0.000    0.000    0.000    0.000 vocabulary.py:69(__missing__)
       12    0.000    0.000    0.000    0.000 vocabulary.py:70(<genexpr>)
        1    0.000    0.000    0.000    0.000 vocabulary.py:79(__init__)
        2    0.000    0.000    0.000    0.000 vocabulary.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 vocabulary.py:86(__init__)
        2    0.000    0.000    0.000    0.000 vocabulary.py:88(<lambda>)
       62    0.000    0.000    0.000    0.000 word_filter.py:37(filter_words)
        1    0.000    0.000   20.983   20.983 word_splitter.py:170(__init__)
    92/62    0.002    0.000    2.005    0.032 word_splitter.py:177(split_words)
       62    0.009    0.000    0.014    0.000 word_splitter.py:179(<listcomp>)
        1    0.000    0.000   20.983   20.983 word_splitter.py:181(_get_spacy_model)
     8669    0.011    0.000    0.011    0.000 word_stemmer.py:38(stem_word)
        1    0.000    0.000   20.983   20.983 word_tokenizer.py:52(__init__)
   120/62    0.004    0.000    3.125    0.050 word_tokenizer.py:67(tokenize)
       62    0.015    0.000    0.026    0.000 word_tokenizer.py:77(<listcomp>)
        2    0.000    0.000    0.004    0.002 writer.py:140(__init__)
        2    0.010    0.005    0.014    0.007 writer.py:221(__init__)
        2    0.000    0.000    0.000    0.000 writer.py:46(__init__)
     1203    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x10b144d98}
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       18    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
     4326    0.002    0.000    0.002    0.000 {built-in method _codecs.utf_8_encode}
       30    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      401    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      7/2    0.012    0.002    0.046    0.023 {built-in method _imp.create_dynamic}
        7    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       69    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      492    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       57    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
       12    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        7    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        8    0.006    0.001    0.006    0.001 {built-in method _pickle.load}
        8    0.000    0.000    0.000    0.000 {built-in method _regex.compile}
        2    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
       11    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        8    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      324    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      466    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        8    0.001    0.000    0.001    0.000 {built-in method _thread.start_new_thread}
        3    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        8    0.000    0.000    0.027    0.003 {built-in method builtins.__build_class__}
    21/14    0.000    0.000    0.012    0.001 {built-in method builtins.__import__}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
1083/1079    0.003    0.000    0.010    0.000 {built-in method builtins.all}
      482    0.002    0.000    0.015    0.000 {built-in method builtins.any}
      794    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       66    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
     32/1    0.001    0.000    0.466    0.466 {built-in method builtins.exec}
    19584    0.013    0.000    0.198    0.000 {built-in method builtins.getattr}
     2288    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
  391/359    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
     4725    0.001    0.000    0.001    0.000 {built-in method builtins.id}
33118/33040    0.009    0.000    0.019    0.000 {built-in method builtins.isinstance}
4214/4088    0.002    0.000    0.006    0.000 {built-in method builtins.issubclass}
      142    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
23913/23714    0.004    0.000    0.004    0.000 {built-in method builtins.len}
1219/1207    0.002    0.000    0.007    0.000 {built-in method builtins.max}
      835    0.001    0.000    0.001    0.000 {built-in method builtins.min}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.next}
     5385    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
     2164    0.008    0.000    0.041    0.000 {built-in method builtins.print}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      166    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
  209/181    0.001    0.000    0.004    0.000 {built-in method builtins.sum}
        6    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
       60    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       36    0.008    0.000    0.009    0.000 {built-in method io.open}
       30    0.029    0.001    0.029    0.001 {built-in method marshal.loads}
        3    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
     6978    0.016    0.000    0.016    0.000 {built-in method numpy.core.multiarray.array}
     1184    0.343    0.000    0.343    0.000 {built-in method numpy.core.multiarray.concatenate}
       33    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.copyto}
      130    0.690    0.005    0.690    0.005 {built-in method numpy.core.multiarray.dot}
      186    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.empty}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.fromfile}
      121    0.014    0.000    0.014    0.000 {built-in method numpy.core.multiarray.fromstring}
      394    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       76    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        7    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        4    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       20    0.001    0.000    0.001    0.000 {built-in method posix.open}
      271    0.006    0.000    0.006    0.000 {built-in method posix.stat}
      141    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       52    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      148    0.001    0.000    0.001    0.000 {built-in method time.localtime}
      148    0.001    0.000    0.001    0.000 {built-in method time.strftime}
      216    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 {built-in method ujson.load}
     1022    0.001    0.000    0.001    0.000 {built-in method unicodedata.category}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10c23b1e0}
       45    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      267    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
